Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1191.85509,1341.49901,1426.66756,1538.45703,1725.60483,1902.03847,2031.52331,2055.75307,1927.2938,2201.12415,2465.86456,2716.43224,3177.92879,4173.54485,5298.08009,6256.10245,6740.29145,7069.73565,7629.49572,9333.07696,11224.938,10925.0957,10935.3111,10493.9627,10830.2185,11394.1921,14946.9926,18565.0264,22043.7702,23969.0528,28366.2043,25488.8451,22320.1125,17588.6782,20278.2911,26246.2743,25756.6777,24682.2908,25999.9862,26180.4129,24335.9225,24965.203,26989.3893,32920.0857,37768.1334,39049.8704,41214.0188,48473.024,53769.4726,47478.3495,46506.2919,51060.3243,47551.6741,49691.0145,50073.7761,42560.3457,43451.2562,46085.0175,49654.2497,48358.1808,48828.6847,53099.1351,50440.5602,52821.5114,53188.6186
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,277.431535,280.273367,285.473073,291.383574,305.532203,311.241073,309.574409,325.986545,327.357417,349.813973,413.937217,457.8446,575.217482,761.684067,984.313524,1188.18424,1186.16648,1203.57268,1354.81144,1626.66019,1873.31098,1879.36315,1773.14393,1628.04901,1666.86573,1576.72069,1745.24127,1569.46727,1463.0472,1543.29617,1728.94077,1774.99211,1951.25593,2070.04734,2297.18006,2466.74348,2648.32766,2573.72339,2010.49636,2327.95721,1995.72071,1944.99741,2136.56794,2655.5808,3097.19097,3377.69127,3455.106,3762.74693,3899.92232,3164.13275,3449.14453,4139.60289,4341.40339,4572.44378,5293.35677,5097.53107,5363.79027,5826.84814,6085.41979,5950.82867,4844.42127,4696.17104,5405.03006,5888.73667,6288.39867
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1302.5315,1394.53557,1547.62026,1717.70379,1884.13791,2015.37981,2165.07279,2321.46918,2512.62017,2723.56731,2825.12972,3128.38612,3806.88789,4913.52708,5267.3533,6606.70147,6794.61739,7464.90784,9166.59012,11062.5732,12565.1639,10955.9003,10359.8921,9862.28449,9311.89426,9657.01939,13430.4825,16175.709,17549.644,17547.2645,21586.4675,21500.7778,23615.0169,22238.8251,23359.8985,26791.8152,26757.6351,24169.4008,24869.4031,24576.3152,22340.594,22331.7948,24144.5727,29479.5222,33644.9282,34696.3718,36431.5659,41486.1908,45464.8181,41728.0884,40694.8212,43929.7841,40863.5814,42669.1795,43148.0459,36702.4324,37024.2157,38687.1626,41418.1766,40408.2849,39169.8606,43725.1,41082.8119,44690.9345,46150.4877
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1594.47884,1749.16154,1780.15708,1735.53426,1849.43854,2219.37687,2563.60186,3046.45915,4067.92981,4906.27514,5605.51262,6593.62129,8387.14924,9479.43754,10549.3402,11446.283,10458.0965,10052.9192,10893.3317,9437.29347,10048.9483,14933.8685,18982.6475,20453.5309,18181.2284,20125.7941,19163.9593,19301.0704,16374.1783,16976.3095,20669.6792,22706.2165,21158.8925,24729.0199,24978.6211,23322.7593,24879.773,26937.6506,31269.6032,35647.544,36389.0816,41743.6813,48348.7394,51287.8911,47059.1947,47923.1515,51618.9908,50261.9616,55758.2084,60172.0633,52635.0375,56875.2804,59387.3531,62526.4909,63067.0696,62240.8224,68749.4006,66139.381,71774.3522,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,337.495774,359.24464,403.046469,544.204467,701.077963,683.976746,677.970615,668.601473,737.510432,803.03219,829.209813,958.374427,973.688636,993.272945,971.323736,1136.27633,1216.15763,1230.44157,1284.28273,1365.61518,1459.04369,1617.45528,1699.33019,1853.0626,1856.52074,2010.11794,1973.93822,1860.30827,1965.15528,1971.1721,2081.96601,2144.537,2156.70532,2185.80309,2146.40161,2246.4537,2289.75156,2336.97852,2415.59356,2596.26147,2761.24326,2890.50493,3033.1699,2933.88333,2945.41496,2911.16211,2979.60119,3279.10779,3566.5869,3572.65918,3362.02793,3508.22356,3710.12448,3941.37248,4166.00477
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,276.136169,323.459203,348.41682,290.675817,400.402957,414.554218,443.4016,482.223091,514.573984,545.410237,543.433161,627.415678,693.294831,1140.04164,2384.18629,3258.23424,4441.09449,4048.14674,3359.57268,4154.58594,5718.46719,5026.47647,4583.89968,4181.57192,4272.88217,3898.46317,3864.67454,3624.37676,4118.60473,4373.88492,6050.71469,5345.09653,5385.68812,4105.98701,3828.21118,4414.87558,4942.6787,4508.75341,3699.99514,3751.35319,3982.9062,3835.75718,3966.48002,4710.74863,5465.79194,6547.87614,6847.00986,8003.5429,9688.6452,7290.57526,8356.74662,10219.1139,9296.96588,9197.70106,9201.36277,7047.12655,6677.07004,6921.73373,7624.27752,7441.17865,6605.80346,8181.40914,8409.20741,8071.39777,8218.76307
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1397.5948,1472.38571,1525.77585,1613.45688,1748.28812,1873.56777,1986.74716,2058.78188,1951.7586,2100.66787,2347.54432,2649.80151,3030.43251,3426.27622,3665.8628,4299.74562,4138.16779,4681.43993,5976.93817,7804.76208,10032.0621,9599.30622,9146.07736,8691.51881,8179.19444,8652.21654,10611.1122,13118.5865,15987.1681,16239.2822,19095.467,19900.7267,20487.1708,18389.0196,19709.2381,23168.953,24406.4003,26766.0056,28274.5045,28762.0914,28280.9268,27906.5695,30077.7414,34442.6875,40366.8887,42104.7884,44512.459,50397.6855,47396.1202,38744.1317,39598.9571,42109.6419,42490.1465,43419.0353,47426.621,44983.8855,40988.1044,40629.234,43315.4875,42794.0023,40404.8062,46926.4757,46062.9914,49200.8102,52636.7866
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.58202,1843.90343,1853.44091,1610.98027,1307.82343,757.223549,550.015543,519.815579,578.336923,689.034634,807.032286,851.515542,673.537783,749.908535,801.983837,853.526172,1010.03152,1305.04749,1642.78359,1996.02013,2635.3665,3324.75372,2822.6894,3281.72931,4119.66818,4530.69533,4712.00229,4830.33486,4086.62235,4143.40126,4418.75207,4804.0546,4741.28327,4300.85701,5083.60695,6729.8466,8283.66961,9193.66366
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,174.858857,181.870011,188.421016,205.037422,224.968154,260.505595,263.334589,211.219297,196.668572,225.772622,248.159869,263.408788,223.802864,309.509552,289.425857,272.976715,260.998296,292.289798,325.598477,346.653404,372.252026,343.799127,319.20691,311.383438,329.998889,329.714605,410.711658,355.153725,355.121845,349.964942,382.542464,418.254121,396.426408,359.800844,320.503903,371.537243,389.271268,377.841936,400.3668,403.037326,253.746936,263.542156,297.461645,358.399271,406.132105,478.611909,906.441028,1050.12462,1182.65761,1047.7043,1263.89252,1507.43573,1543.77524,2294.79585,1949.90833,1722.77283,1912.47991,2012.28663,2195.32166,2186.65823,2195.45482,2445.18663,2229.89123,2383.9041,2405.79466
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,752.822504,825.289977,948.497421,1143.30004,1242.52923,1311.33051,1430.66435,1440.15767,1657.96393,1789.99555,1930.99184,1875.53967,2272.63299,2822.83932,3361.5282,4061.69867,505.876944,504.510869,574.001127,570.493418,604.304423,656.423731,692.647803,670.741778,671.576385,713.031461,726.025443,695.581742,647.379921,610.614843,518.157067,483.08512,495.916074,566.485406,584.897741,463.177687,446.980554,650.148575,703.532826,662.185915,659.235326,636.694959,699.353377,748.455021,765.146999,747.356967,711.99651,833.598622,933.273616,1031.34146,1053.66098,1244.9655,1416.59612,1555.49376,1717.02318
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,94.3662145,96.9604869,83.1064853,88.6622022,99.781692,103.318322,106.524604,131.449182,162.618335,189.808393,179.313963,213.842543,257.581042,300.258528,337.692534,295.982065,282.141307,268.6493,214.794357,262.816617,207.654409,236.954803,274.874466,280.92981,300.639896,627.578919,623.485928,635.361168,608.277491,621.681391,651.784946,600.224023,610.234711,575.459893,538.054072,459.803068,376.531027,308.719123,593.285346,616.483658,614.544308,724.726407,859.127671,774.888031,801.033373,710.608411,692.579362,653.862713,568.004536,619.536364,650.056501,642.522641,696.219807,738.186752,720.335143,781.890925,836.244876,888.157407,908.525674
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,350.221595,348.27701,388.643761,391.916576,418.643114,435.21781,420.852937,402.906588,402.777526,375.84533,346.855442,477.463896,502.732266,488.993892,407.439445,416.57614,371.137576,487.551949,453.807473,578.490986,651.337641,672.073879,574.321106,581.612682,560.883423,589.487023,614.729892,598.95347,497.72428,478.733191,316.945495,327.138432,362.034575,419.784866,431.376558,463.073963,448.513075,519.06979,640.210331,583.19002,600.194299,719.539573,635.461653,654.304534,652.022501,645.066837,679.665387,783.123187,808.531613,807.425525,836.267314,912.484105,873.437862,964.927554,962.983628
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,132.911859,154.797499,177.826418,217.102895,226.694964,231.931646,211.743759,208.44084,206.766859,205.56737,211.424762,268.634902,319.236837,362.262178,368.831374,375.705961,,,175.451008,121.12508,137.468803,129.411006,137.903679,161.118022,188.787027,220.925442,228.669233,193.223356,236.402188,225.319379,263.733547,256.683024,183.239483,248.314896,391.686868,717.041482,577.868525,930.912549,1487.31655,1948.61146,2264.21066,2930.60184,4901.30127,8673.90261,10184.8841,12616.9533,18210.5553,13232.5019,13720.1659,17198.2137,17308.5724,16304.0713,15548.6625,9068.91003,7453.19798,7809.10466,8102.47085,6804.14923,5764.05503,6945.6307,7589.29965,6677.79344,6745.40013
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,513.085862,582.563504,608.475515,685.559282,772.805501,886.773611,983.557549,1053.25889,1138.38219,1305.64396,1473.60395,1629.34528,1873.25413,2468.00396,2789.40577,3109.37944,3343.38819,3832.3211,4629.33938,5626.58879,5811.6907,5305.43729,5501.637,4950.06027,4785.07463,4746.76036,5577.83259,6473.57783,7492.35205,7737.54386,9466.66239,10046.6664,11021.0122,10257.3086,10937.0224,12779.0815,13432.5262,13015.9175,13022.9649,12742.5404,11638.2011,12156.9573,13782.1956,18020.612,21449.2553,22054.1316,24416.0233,28440.7625,31695.8331,29425.4573,26653.0488,25504.7867,21624.3461,21573.345,21474.7257,17980.7298,17919.2426,18631.993,19873.4015,19335.3602,17886.7332,20654.7002,20971.8349,23400.7279,24752.1068
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,736.927499,917.111119,1070.73371,1173.0781,1229.65933,1329.00618,1388.16565,1523.94093,1745.15357,1938.10851,2204.63845,2404.25524,2696.9829,2782.18397,2983.91643,3052.70019,3026.04154,3152.20205,3294.26988,3508.29424,3724.75466,4206.28053,4516.28332,4839.82811,4819.50777,4984.47406,5427.96377,5480.26118,6338.56011,6344.03838,6864.54817,7448.20406,6932.56472,6909.6017,6947.38136,7092.71985,7424.80212,7986.33421,8694.12438,9221.23461,9751.42661,10083.0213,10462.7929,8968.5589,9622.2405,10535.4589,11308.2874,11871.6117
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1498.27644,1874.2953,2196.71424,2860.28058,3432.70603,4257.87561,4844.65629,5713.96253,7235.51694,8480.76253,9483.10241,8544.09791,7813.65128,7988.17795,7198.70781,7760.83426,11271.3326,14554.3514,16397.9502,16813.7415,18326.9295,18315.3166,18768.8275,16797.3578,18124.0998,21665.8295,21422.461,19145.6149,20496.5788,20170.3228,19009.0774,19265.5191,20657.9506,27466.6495,32030.9988,32489.7277,35457.6298,39780.9441,44366.7859,44918.8414,44277.1993,47186.876,45936.9563,47535.4884,50485.2244,44536.355,48181.7454,50765.7495,54545.1359,53309.2036,54812.6662,58135.994,55635.0006,58498.9743,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,256.813115,257.202151,265.210652,284.397504,284.19797,282.977642,287.277849,291.934181,314.666876,326.302733,352.790809,358.37356,369.762757,440.562872,528.57311,594.886609,697.06461,856.125495,925.180026,1025.98223,1141.8055,1216.4964,1203.96541,1219.73545,1241.04243,1238.47545,896.063263,853.903773,919.070773,958.427471,847.688562,1014.4028,1096.45977,1165.67443,1292.67203,1421.06178,1481.05987,1638.46282,1741.20114,1603.64776,1648.96579,1537.68664,1669.33517,1722.54702,1840.91185,2046.46612,2225.12348,2458.81574,2763.05988,2611.64633,2805.2596,3168.98371,3286.61959,3444.15971,3689.14472,3893.50522,4060.13755,4324.99608,4352.94652,4511.99755,4477.61762,4912.62226,5358.70127,5758.30876,6150.02598
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20909.959,21877.3178,23618.8267,25631.9776,25709.9351,26605.4324,28112.2317,29054.0581,29719.7968,29926.2052,31653.7507,32530.7593,33900.1487,35165.7015,35930.6595,36779.0079,37195.9503,39274.9431,36482.9364,38074.8794,41833.1517,,
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,299.074646,319.017755,327.392579,288.82039,313.261162,335.735937,352.589675,377.732622,339.786441,361.187616,381.098754,395.769664,395.474265,420.533679,587.968877,663.799723,604.105268,592.997598,663.208586,688.827653,778.958814,734.567459,620.564637,630.672779,565.334436,587.818395,657.014,464.052566,544.715209,503.109019,528.851095,466.039939,498.156637,603.084317,715.611525,819.668542,927.523847,982.804754,939.685488,908.790631,931.796652,931.574724,950.866932,973.742598,1033.31031,1084.06541,3135.60554,3608.28685,4008.96287,4209.13231,4581.7618,4947.22171,5444.39752,5556.91231,5472.6882,5640.41561,5870.87824,6178.66504,6048.38697,6405.82443,6775.70939,9860.87015,17913.4928,20473.7002,29883.6341
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1204.07423,1268.77178,1355.70562,1440.91151,1556.1496,1672.13431,1810.71039,1915.93766,2059.04876,2247.53804,2442.99852,2684.72178,3089.302,3713.99996,4163.27939,4604.71181,4975.0414,5587.36672,6653.63634,7627.61856,8448.32351,8509.65144,8364.86531,8583.24568,8889.97757,9267.21965,11181.5758,12876.3925,14393.2033,14885.0795,16565.2578,17357.2403,18452.6885,18458.9985,19620.7179,21643.4432,21690.7946,21217.2845,21072.8035,21956.8955,22351.856,22061.9701,22907.4285,25580.3971,28420.743,30015.3251,31668.7186,34616.7314,36852.9865,34068.4221,35725.9211,38728.221,38632.5166,38968.5243,39409.7328,36571.1929,37055.7539,38782.9175,41079.7873,41351.4989,40219.136,45211.941,46655.1649,48708.4625,50443.9276
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,426.773808,436.754412,487.821134,565.72781,629.591526,676.805507,685.926614,723.239226,714.48297,825.523449,960.031962,1106.46972,1384.73426,1893.18124,2144.61496,2252.12694,2850.01461,3429.42028,3923.97138,4569.48385,5700.43211,5991.28489,6133.7669,5595.26055,6208.22616,6542.97353,7434.99926,9071.39076,10609.7456,12097.7488,13485.6315,15465.9245,17976.4689,20395.5622,22502.5302,23497.3921,24818.3022,27330.0934,25808.861,25091.6666,25756.7729,25230.3781,24665.8362,23977.1734,24928.1004,26649.6377,28224.0952,30593.9512,31515.5292,30697.5384,32550.1365,35142.4879,36730.7962,38403.7777,40315.374,42432.162,43734.1981,46160.4298,48537.5669,48359.0012,46109.23,49770.5642,48825.8442,50565.4648,54107.0345
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,162.774119,167.920492,177.698729,182.727079,197.847917,213.974088,224.767457,237.468674,249.435319,250.160207,262.840752,257.883255,274.8045,303.009104,333.727333,351.994248,409.172119,491.223719,883.547221,980.442768,1064.65679,1052.61024,1077.74607,1097.72099,1170.35414,1220.84274,1276.23238,1352.55472,1253.84921,1121.95924,988.459274,907.271115,937.828918,908.446013,832.062972,931.669547,883.31125,944.930102,1021.15819,1002.19633,1092.56401,1132.16488,1132.49965,1156.08163,1215.13995,1304.70039,1425.8478,1577.73789,1732.49063,1781.15704,1893.32723,2073.66121,2126.03475,2081.12844,2179.88172,2271.20266,2307.34468,2413.00766,2464.64242,2502.32744,2307.61494,2735.14752,3003.28997,3227.45763,3426.43483
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,132.984028,133.971715,142.244444,163.185416,148.031531,163.301341,172.637767,165.613939,173.637025,186.018854,174.764282,183.297213,198.686913,236.831234,271.534339,297.593713,310.465071,350.500431,400.608492,428.054638,458.174318,450.546694,446.121846,430.915936,428.095708,437.466925,391.852294,406.579053,414.959002,410.675208,459.36998,485.034404,357.755699,359.642575,298.542868,337.651253,357.637652,364.136782,365.949108,357.74397,376.321478,353.858263,373.078875,411.06944,463.519593,519.529152,592.554338,686.58922,793.845192,765.602717,808.777261,872.46299,880.279391,957.533746,983.371112,917.999802,900.498036,939.745532,977.345901,984.570662,968.074022,1049.99988,1111.39186,1140.19607,1202.76979
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5369.10979,4000.91677,2321.15204,2447.50319,3237.92646,4929.05772,5299.64105,5331.02344,5712.58986,5269.03395,4953.65159,5364.83825,6219.58164,8190.11135,9718.97323,10443.5278,11502.7531,13757.6057,15889.4347,14475.9633,13731.2865,14694.9993,13508.6837,14136.3968,14187.9695,12285.3033,12821.1738,13902.631,15460.4183,15563.8167,14808.462,17789.9305,18466.0955,21865.4563,23931.4528
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.8024454,68.9905651,70.4464617,72.3983494,78.4520158,83.6332514,85.7493738,84.2172677,82.4057718,86.1269803,71.4543991,76.8116151,77.2765183,95.1341803,113.039261,133.631792,169.091888,178.696913,180.321254,196.201969,246.469272,258.468043,252.607251,272.823695,299.247186,324.575156,366.997344,317.635521,397.365336,407.498708,451.72025,496.545987,316.276513,258.066372,292.134224,372.006105,377.229465,425.111086,465.363306,509.578585,820.600047,748.82116,720.969568,578.995291,683.185298,775.845704,828.8057,984.566983,1094.66058,1196.85287,1209.72734,1312.03954,1361.39397,1457.83221,1460.18899,1411.12685,1318.40268,1395.23945,1496.38049,1352.17204,1290.32539,1835.44394,1760.62636,1705.75808,2142.62331
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,476.43435,527.231618,559.197091,606.852739,709.652503,875.982,955.874208,1083.47473,1248.79851,1388.3951,1617.87853,1864.67189,2158.22181,2213.05268,2255.06406,2049.71618,1991.23895,2020.02287,2330.84188,2565.97391,2812.23755,2902.43508,3323.53967,3361.22268,3747.32966,3886.66608,4187.03118,4509.41741,4542.01204,4606.05697,4751.77324,4801.9595,4629.91761,5280.94888,6658.04494,8410.09248,10291.2695,11212.2047,11478.4892,13934.6055,15762.6323,13051.1832,13189.8434,14211.4606,12950.1594,13739.462,14352.5019,12782.9413,13215.8605,14736.1668,16605.0571,17012.8599,16386.9309,19030.6281,18483.6367,22312.179,23310.7513
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,161.743342,161.849858,160.974472,173.482842,192.141987,205.890577,207.826638,208.899386,216.346591,235.997854,251.04001,267.412429,294.882887,374.153814,463.669418,490.766709,522.488913,581.091234,630.661209,723.387772,843.101888,888.990536,859.333043,832.84772,846.454234,862.849686,879.218075,889.055439,932.901253,954.58773,1053.47574,1005.91225,1034.45721,1085.00535,1179.87906,1320.29604,1421.84825,1487.61431,1428.91191,1374.57571,1477.57863,1481.28228,1487.09546,1652.0001,1946.0975,2299.03458,2698.4537,3318.33948,3941.12219,3786.4136,4557.2092,5338.49009,5614.90444,5865.32264,6002.37719,5572.51411,5560.96329,6080.71327,6429.48761,6517.95432,6236.6812,7366.11474,7745.39307,7964.73675,8253.92125
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,153.55805,154.263842,154.659183,166.677079,180.834648,194.243725,197.228382,197.701507,204.606542,223.232833,238.064189,250.708296,274.284658,342.734336,426.254643,455.887692,482.230842,532.812639,579.494779,661.81827,770.096432,844.601359,810.846899,768.734985,769.816138,782.745508,782.986975,790.788382,827.014892,841.939032,927.944176,893.387198,902.933382,943.599198,1017.98737,1142.90763,1233.55747,1285.79063,1239.71365,1162.57289,1251.5695,1248.71607,1256.00809,1391.63241,1632.39782,1918.53698,2246.05679,2740.42868,3242.34945,3106.56477,3712.16834,4320.70981,4529.03358,4729.04247,4841.00103,4494.4412,4467.69832,4853.16565,5111.82139,5169.58132,4932.64621,5764.25549,6043.77729,6157.39821,6340.63327
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,109.342007,112.693024,118.243686,127.464286,122.85265,134.045639,141.04322,139.237572,143.637323,157.021332,170.077654,167.800875,175.058294,198.044388,253.097417,290.192123,295.417414,313.58982,346.977785,386.626789,446.822736,616.637345,572.356693,481.122478,440.784799,442.636039,390.560798,393.087729,403.000078,394.157628,433.384978,455.431825,395.150276,404.147407,407.303654,482.341122,541.493969,552.608587,561.191289,408.379475,457.618115,441.622901,464.74696,511.727185,585.54686,664.759628,775.277128,887.12035,1031.72246,984.091658,1108.42806,1224.23283,1263.08602,1344.91303,1417.69622,1350.6284,1316.75106,1358.71075,1409.89867,1434.20464,1374.49202,1465.04692,1551.17381,1458.94469,1441.90853
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,99.6256376,104.270021,108.522731,112.546085,120.296566,126.602008,134.367925,132.030534,136.595965,151.267241,198.680319,181.598955,198.624509,209.693179,289.625757,325.420773,380.015542,396.746156,424.350958,501.23867,612.352097,1078.42035,953.524049,708.387466,595.159779,579.664415,519.23164,518.75529,524.145768,493.679318,529.404916,549.392091,519.424693,535.677537,568.230403,774.067134,925.687593,943.88429,964.261116,530.013926,619.918742,602.984506,645.058499,712.384905,837.271595,958.118444,1149.05294,1296.37968,1480.04929,1350.27054,1535.43418,1705.8092,1844.38819,1968.06178,2095.05636,1947.8363,1790.52401,1804.57402,1869.41971,1878.13376,1735.42504,1857.19735,1962.52152,1729.91983,1565.83627
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,53.2051867,64.6547731,74.0988114,79.1188235,78.5428394,90.1147549,129.886231,200.710984,231.060121,275.713168,330.670214,362.48378,353.424176,486.620172,560.830336,577.745633,507.682946,519.774063,511.400884,469.834241,437.60655,476.662483,524.143027,578.420121,624.387495,673.67104,817.395116,899.793983,1011.22614,1118.92133,1044.60675,454.877801,657.268935,763.711125,732.307093,881.002914,1043.21058,1126.84004,1238.21448,1558.31563,1823.21976,2124.55484,2218.48542,3065.68348,3579.46442,3632.27254,3566.60285,3441.06808,3288.2227,3521.46943,3798.88326,3860.95353,4106.94856,3853.70289,4287.17314,4730.83485,4876.30775,4925.43049
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,118.16007,120.867202,127.321375,139.782352,127.962916,142.278045,149.035533,147.476292,151.908729,164.949345,158.744655,164.16082,166.3559,196.118037,239.073813,277.523168,256.387642,275.352389,312.231252,332.135895,364.614888,372.759867,370.228341,362.309726,361.579572,372.593533,323.961427,327.733276,340.044457,343.530909,385.319833,408.41708,330.69181,335.778369,322.74739,326.372231,334.821139,341.735571,343.43529,344.843322,371.764829,355.880239,368.625608,404.634018,450.513831,506.969882,573.442808,665.721784,788.662932,784.87842,875.365651,960.849917,944.953147,1003.61549,1046.7854,1023.94411,1058.23347,1116.07416,1160.50419,1194.07216,1179.86646,1254.09572,1330.40254,1319.43444,1387.92937
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,3892.81857,3980.23093,5507.18004,7012.14211,8768.79053,9110.775,11049.8949,11768.1059,12150.8545,10818.514,11708.2857,12896.5253,13979.8455,16160.7113,18753.1202,21042.1462,21161.3963,21819.7124,24471.0799,28861.6178,35564.6024,38135.8598,42627.5089,55040.2437,72276.7741,66156.1057,70587.314,77808.858,79329.2034,83207.6588,91885.4529,84753.5187,82025.9455,83481.3038,89393.8244,87127.5518,79513.533,94299.9693,88328.5481,,
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,84.9328085,87.8538613,92.1999584,103.435021,117.856431,121.508319,91.0276951,97.9951481,101.556803,109.477664,114.35532,120.680596,125.270706,146.568493,166.699662,161.086694,164.12,189.585569,209.389064,227.95818,271.080946,274.964331,278.650383,295.999773,281.049868,300.928259,314.897116,344.941028,358.48454,349.915155,371.085936,305.574056,319.182473,302.884806,347.734215,375.176005,401.046755,416.228116,413.630864,441.927991,442.750219,450.357901,469.149929,544.143134,624.258827,710.48808,801.668354,1021.88708,992.519585,1094.94975,1347.51939,1445.46127,1429.322,1432.84398,1553.88396,1583.99816,1707.50893,1950.10468,1966.25455,2041.42864,1907.04252,2239.61384,2347.44829,2530.12031,2696.6639
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,706.551022,761.85136,821.344113,878.156576,994.607332,1055.03625,1107.31823,1187.18321,1158.8555,1330.7833,1486.51453,1703.93218,2080.46515,2424.26905,2516.92769,2973.40012,2919.58309,3427.07344,4399.98681,5429.962,6372.43778,5986.15411,6160.63861,5915.24177,5692.02739,6011.73555,8112.17136,9581.91309,10715.8706,11175.8166,14031.3026,14087.2078,15714.3847,14657.0616,15902.9297,19158.4565,20835.8974,22551.1139,24294.8548,26338.1078,26334.5672,28282.4099,32705.4346,41203.5296,47754.2023,50933.0216,54329.1619,61396.4175,61353.1066,52133.0909,48679.4027,52692.7813,49411.7387,52619.2124,57278.2591,64311.8235,64192.9418,72198.1077,80738.9629,81810.1926,86622.5067,103961.976,105234.512,103887.8,107316.337
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,195.577527,200.081529,205.78681,209.559376,221.731728,247.526676,262.877684,283.733706,314.285457,344.601687,376.606879,457.283638,554.748034,850.560177,1408.96572,1531.70617,1953.5197,2243.0556,2100.77015,2352.42655,2368.39286,2393.44986,2844.87611,3397.0614,3395.33698,3634.0321,4064.34667,2513.15112,2234.46235,2124.97215,2137.94223,2194.43907,1957.48508,1038.10986,1167.76273,1550.0096,1914.78121,1790.06618,1709.19334,1739.59462,1650.01386,1881.02267,1891.25756,2208.99637,2672.42267,3132.05082,3618.91601,4687.99166,5377.41151,5415.52281,6291.19444,8025.68743,8114.081,6222.74195,5672.06373,4952.73356,5477.03712,5753.11545,4631.78709,3831.27895,2988.78122,4334.79269,4405.09292,4465.63767,4771.40029
